Comment,Sentiment,Cleaned_Comment,Predicted
love the consistency nobody does these hilarious videos always very impatient when it comes to waiting for new content from you,positive,love the consistency nobody does these hilarious videos always very impatient when it comes to waiting for new content from you,positive
hi there im actually preparing to do my phd in abroad i know this unusual but you would consider chatting over skype or something to talk about certain things regarding the application process the life of a phd student and just your overall experience regarding this subject i promise im not a weirdo or a serial killer ,neutral,hi there im actually preparing to do my phd in abroad i know this unusual but you would consider chatting over skype or something to talk about certain things regarding the application process the life of a phd student and just your overall experience regarding this subject i promise im not a weirdo or a serial killer ,neutral
짜장과 낙지다리가 만나면 어떨까 궁금하면 먹어보면 되지요 고 맛이 어떤지 궁금하시다구요 바로 영상으로 시청해주시죠 고고링 what if jjajang and octopus legs meet if you are curious you can try it wondering what it tastes like please watch the video right away lets go bagaimana jika jjajang bertemu dengan kaki gurita jika penasaran makan saja kalian penasaran rasanya langsung lihat saja di video,neutral,               what if jjajang and octopus legs meet if you are curious you can try it wondering what it tastes like please watch the video right away lets go bagaimana jika jjajang bertemu dengan kaki gurita jika penasaran makan saja kalian penasaran rasanya langsung lihat saja di video,positive
i rather him face off against mephisto then mourlen again or how about a mourlen powered up by mephisto anything to end the omd plague on spiderman,neutral,i rather him face off against mephisto then mourlen again or how about a mourlen powered up by mephisto anything to end the omd plague on spiderman,neutral
the movie is based on one of the panchatantra stories of vikramraja vikramadityavedhaghost theme is where the raja is haunted by the ghost and it tells raja one story and asks questions at the end of each story and based on the answer the ghost will take action panchatantra stories are the childhood stories about morals and the directors have made a nice depiction in the movie,neutral,the movie is based on one of the panchatantra stories of vikramraja vikramadityavedhaghost theme is where the raja is haunted by the ghost and it tells raja one story and asks questions at the end of each story and based on the answer the ghost will take action panchatantra stories are the childhood stories about morals and the directors have made a nice depiction in the movie,positive
him we are becoming blue in rainbow friends also him goes on a roleplay the fans bruh,neutral,him we are becoming blue in rainbow friends also him goes on a roleplay the fans bruh,neutral
umm i think somebody forgot king leopold ll of belgium the man bled the congo so badly that once it gained independence nobody remembered how to farm crops let alone run a country,negative,umm i think somebody forgot king leopold ll of belgium the man bled the congo so badly that once it gained independence nobody remembered how to farm crops let alone run a country,neutral
him we’re gonna spend 10k on giant tech products in the next 4 mins also him buys a 45kg chocolate bar,neutral,him were gonna spend k on giant tech products in the next  mins also him buys a kg chocolate bar,neutral
wonderful content and presentation i feel like i missed drsarkar sir all these days thanks to greatlearning team for these lectures it will be great if a video is made up on time series analysis also thanks team for all your effort and introduce to us the great professor drsarkar sir,positive,wonderful content and presentation i feel like i missed drsarkar sir all these days thanks to greatlearning team for these lectures it will be great if a video is made up on time series analysis also thanks team for all your effort and introduce to us the great professor drsarkar sir,positive
2020 wouldn’t have been so bad if everyone had respect for one another,neutral, wouldnt have been so bad if everyone had respect for one another,positive
nutty history content both audio and visual is so much more interesting than most youtube content the time you spend producing your videos is obvious,positive,nutty history content both audio and visual is so much more interesting than most youtube content the time you spend producing your videos is obvious,positive
though reminding ourselves of the horrific times in the past might console us to get through this pandemic you cant deny that the definition of catastrophic is different for everyone the inequalities are huge the rosy picture you showed is probably in developed nations people have lost jobs lives dignity even democracies each time period has its own set of limitations and challenges ours is different,negative,though reminding ourselves of the horrific times in the past might console us to get through this pandemic you cant deny that the definition of catastrophic is different for everyone the inequalities are huge the rosy picture you showed is probably in developed nations people have lost jobs lives dignity even democracies each time period has its own set of limitations and challenges ours is different,positive
top 10 leggazdagabb szuperhős,neutral,top  leggazdagabb szuperhs,neutral
imagine that team right there ,positive,imagine that team right there ,positive
i don’t care how old this song is i will forever love it,positive,i dont care how old this song is i will forever love it,positive
 this is very relaxing and looks tasty ,positive, this is very relaxing and looks tasty ,positive
i will not tolerate you disrespecting my brothers with your nose candy,negative,i will not tolerate you disrespecting my brothers with your nose candy,positive
what an amazing hit,positive,what an amazing hit,positive
one asinine move after another from the trump team concerning the searchandseizure i guess trump didnt get the memo that he no longer has enablers in congress or at the doj to bail him out,negative,one asinine move after another from the trump team concerning the searchandseizure i guess trump didnt get the memo that he no longer has enablers in congress or at the doj to bail him out,negative
hey just wanna let you know i used your tutorials to learn and now 4 weeks later i can almost perfectly juggle about 1015 times still a long way to go but really amazing tutorials and it was a lot of fun the journey thanks a lot,positive,hey just wanna let you know i used your tutorials to learn and now  weeks later i can almost perfectly juggle about  times still a long way to go but really amazing tutorials and it was a lot of fun the journey thanks a lot,positive
flat sheet always goes “face down” so that when you open the bed to get in you see the pattern top and bottom and you are getting “into” the pattern these are all so gorgeous,positive,flat sheet always goes face down so that when you open the bed to get in you see the pattern top and bottom and you are getting into the pattern these are all so gorgeous,positive
youve hit bulls eye exactly what one wants when starting with ai or ml or dl,neutral,youve hit bulls eye exactly what one wants when starting with ai or ml or dl,neutral
very informative,positive,very informative,positive
wow this is my first time actually researching this topic being a computer science student i have got to say this really brightened my mood and brought some light to my daymind regarding my major awesome stuff,positive,wow this is my first time actually researching this topic being a computer science student i have got to say this really brightened my mood and brought some light to my daymind regarding my major awesome stuff,positive
popcorn oil is amazing i used to work at a movie theater and we’d pop the kernels by adding one pump of oil into the hopper one day i added a second pump of oil and the popcorn was amazing perfect golden color savory delicious people complimented how good the popcorn was i became the guy responsible for making all the popcorn one day i showed a coworker my secret and he thought “if 2 pumps of oil is better than 1 then 6 must be amazing” we received so many complaints over his oily popcorn had to throw the whole batch out in giant garbage bags the lesson a little oil goes a long way don’t overdo it with that stuff ,positive,popcorn oil is amazing i used to work at a movie theater and wed pop the kernels by adding one pump of oil into the hopper one day i added a second pump of oil and the popcorn was amazing perfect golden color savory delicious people complimented how good the popcorn was i became the guy responsible for making all the popcorn one day i showed a coworker my secret and he thought if  pumps of oil is better than  then  must be amazing we received so many complaints over his oily popcorn had to throw the whole batch out in giant garbage bags the lesson a little oil goes a long way dont overdo it with that stuff ,positive
because i could do loads for my fam because they are pore,neutral,because i could do loads for my fam because they are pore,negative
me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals bebé soy entonces ¿qué intentas hacerme es como si no pudiéramos parar somos enemigos pero nos llevamos bien cuando estoy dentro de ti eres como una droga que me esta matando te corté por completo pero me pongo tan alto cuando estoy dentro de ti sí puedes empezar de nuevo puedes correr libre puedes encontrar otros peces en el mar puedes fingir que está destinado a ser pero no puedes alejarte de mi todavía puedo oírte hacer ese sonido tirándome rodando por el suelo puedes fingir que fui yo pero no bebé me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals bebé soy entonces si corro no es suficiente sigues en mi cabeza siempre atascado para que puedas hacer lo que quieras hacer amo tus mentiras me las comeré pero no niegues al animal que cobra vida cuando estoy dentro de ti sí puedes empezar de nuevo puedes correr libre puedes encontrar otros peces en el mar puedes fingir que está destinado a ser pero no puedes alejarte de mi todavía puedo oírte hacer ese sonido tirándome rodando por el suelo puedes fingir que fui yo pero no bebé me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals bebé soy no digas mentiras no puedes negar la bestia dentro si si si no chica no mientas no puedes negar la bestia dentro si si si woah woah woah como animales bebé me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals bebé soy no digas mentiras no puedes negar la bestia dentro si si si no chica no mientas no puedes negar la bestia dentro si si si,neutral,me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals beb soy entonces qu intentas hacerme es como si no pudiramos parar somos enemigos pero nos llevamos bien cuando estoy dentro de ti eres como una droga que me esta matando te cort por completo pero me pongo tan alto cuando estoy dentro de ti s puedes empezar de nuevo puedes correr libre puedes encontrar otros peces en el mar puedes fingir que est destinado a ser pero no puedes alejarte de mi todava puedo orte hacer ese sonido tirndome rodando por el suelo puedes fingir que fui yo pero no beb me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals beb soy entonces si corro no es suficiente sigues en mi cabeza siempre atascado para que puedas hacer lo que quieras hacer amo tus mentiras me las comer pero no niegues al animal que cobra vida cuando estoy dentro de ti s puedes empezar de nuevo puedes correr libre puedes encontrar otros peces en el mar puedes fingir que est destinado a ser pero no puedes alejarte de mi todava puedo orte hacer ese sonido tirndome rodando por el suelo puedes fingir que fui yo pero no beb me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals beb soy no digas mentiras no puedes negar la bestia dentro si si si no chica no mientas no puedes negar la bestia dentro si si si woah woah woah como animales beb me estoy aprovechando de ti esta noche cazarte comerte vivo como animales animales como animalesmals tal vez pienses que puedes esconderte puedo oler tu esencia desde millas como animales animales como animalesmals beb soy no digas mentiras no puedes negar la bestia dentro si si si no chica no mientas no puedes negar la bestia dentro si si si,neutral
if you see this comment i want to thank you for living with me on the same planet you are not alone in this world i hope this comment can make at least one person a little bit happy this is all i want and wish good health to you,positive,if you see this comment i want to thank you for living with me on the same planet you are not alone in this world i hope this comment can make at least one person a little bit happy this is all i want and wish good health to you,positive
magnus has become so good hes just trying random things  god level,positive,magnus has become so good hes just trying random things  god level,positive
his writings are fascinating he writes in a very vague and distorted way interpretation is varied and suggestive half of me believes somewhat the other not so much one thing you cant deny hes gotten the attention of millions 2022 and were still discussing him,positive,his writings are fascinating he writes in a very vague and distorted way interpretation is varied and suggestive half of me believes somewhat the other not so much one thing you cant deny hes gotten the attention of millions  and were still discussing him,positive
i think hes there to learn,neutral,i think hes there to learn,neutral
investing in crypto now should be in every wise individuals list in some months time youll be ecstatic with the decision you made today,positive,investing in crypto now should be in every wise individuals list in some months time youll be ecstatic with the decision you made today,neutral
i think perpetual motion will be eventually possible not by violating laws of physics but by tapping the fundamental forces of the universe instead of chemical fuels and such the only trick is deciding what k8nd of entropy to exhaust into,neutral,i think perpetual motion will be eventually possible not by violating laws of physics but by tapping the fundamental forces of the universe instead of chemical fuels and such the only trick is deciding what knd of entropy to exhaust into,neutral
250 time stamp for myself dont mind me,neutral, time stamp for myself dont mind me,positive
nikhil is pretty funny “chicken maximus which sounds like a roman emperor who is also a coward”…because he’s “chicken”,negative,nikhil is pretty funny chicken maximus which sounds like a roman emperor who is also a cowardbecause hes chicken,positive
as a data scientist myself i agree that anyone can become a data scientist it definitely takes a significant amount of time and effort though i have multiple videos about how to get into the field on my channel for those who are interested,positive,as a data scientist myself i agree that anyone can become a data scientist it definitely takes a significant amount of time and effort though i have multiple videos about how to get into the field on my channel for those who are interested,positive
merci pour ta petite review sur le verus très intéressant davoir ton aperçu technique donc effectivement avant dinvestir davantage il vaut peut être mieu attendre que ce soit sur des gros exchange et attendre un retrace je suis assez fan des fondamentaux donc je vais pas vendre mais investir avec plus de précaution sans doute je pense quand même quil en vaut la peine mais reste risqué vaut mieu pas mettre toute ces billes dans le même panier merci encore pour tes efforts et ton analyse,neutral,merci pour ta petite review sur le verus trs intressant davoir ton aperu technique donc effectivement avant dinvestir davantage il vaut peut tre mieu attendre que ce soit sur des gros exchange et attendre un retrace je suis assez fan des fondamentaux donc je vais pas vendre mais investir avec plus de prcaution sans doute je pense quand mme quil en vaut la peine mais reste risqu vaut mieu pas mettre toute ces billes dans le mme panier merci encore pour tes efforts et ton analyse,neutral
for nonnatives this lesson is very useful in argentina we are very used to having interviews in english and you always have to prepare to do your best thank you rachel,positive,for nonnatives this lesson is very useful in argentina we are very used to having interviews in english and you always have to prepare to do your best thank you rachel,positive
never in my life did i think id see an announcement of a secret wars adaptation really eager to see the best comic book storyline of all time getting a live action adaptation ,positive,never in my life did i think id see an announcement of a secret wars adaptation really eager to see the best comic book storyline of all time getting a live action adaptation ,positive
thanks mr raghuraman you really covered the basics as they should be this is the way to cover the pg course on python thanks a lot,positive,thanks mr raghuraman you really covered the basics as they should be this is the way to cover the pg course on python thanks a lot,positive
i love your videos keep up the amazing work,positive,i love your videos keep up the amazing work,positive
retiring early is possible but tough it definitely requires discipline and big sacrifices it’s not only about saving the huge step is boosting earning capacity the stock market and real estate are by far the most profitable my portfolio has experienced,positive,retiring early is possible but tough it definitely requires discipline and big sacrifices its not only about saving the huge step is boosting earning capacity the stock market and real estate are by far the most profitable my portfolio has experienced,positive
you are the only youtuber who compared these two phones for the first time thank you so much ,positive,you are the only youtuber who compared these two phones for the first time thank you so much ,positive
this is amazing ive been loving mcdonald’s my whole life and its been a major viceproblem for me that has not only affected my health but also hurt relationships because of your bravery and mutated physical appearance i am proud to say mcdonald’s is ruined for me and i puked in my mouth a little bit watching this,positive,this is amazing ive been loving mcdonalds my whole life and its been a major viceproblem for me that has not only affected my health but also hurt relationships because of your bravery and mutated physical appearance i am proud to say mcdonalds is ruined for me and i puked in my mouth a little bit watching this,positive
quisiera participar en tu programa dios te bendiga por ayudar a las gentes,neutral,quisiera participar en tu programa dios te bendiga por ayudar a las gentes,neutral
i agree with gary at the end its tough being a dad when you have no good examples living through the same thing have a 20yearold and a 9yearold and doing the best i can my father wasnt really there stepdad was so so but not the best father skills and really had no other man in my life to get guidance from as a father we do the best for our kids and thats all we can do,neutral,i agree with gary at the end its tough being a dad when you have no good examples living through the same thing have a yearold and a yearold and doing the best i can my father wasnt really there stepdad was so so but not the best father skills and really had no other man in my life to get guidance from as a father we do the best for our kids and thats all we can do,positive
i love engineering an empire it shows a complete timeline of rulers from emperors to kings to pharaohs,positive,i love engineering an empire it shows a complete timeline of rulers from emperors to kings to pharaohs,positive
i used to write so well and elaborate descriptions were super easy my pen flowed on paper like butter but ever since my teacher screamed at me for exceeding the word limit in the exam i got so discouraged that i gave up on writing and now i cant even write a simple essay school really does kill creativity dont let that happen to you,negative,i used to write so well and elaborate descriptions were super easy my pen flowed on paper like butter but ever since my teacher screamed at me for exceeding the word limit in the exam i got so discouraged that i gave up on writing and now i cant even write a simple essay school really does kill creativity dont let that happen to you,positive
love this song its got some cool beats to it with an electronic twist ,positive,love this song its got some cool beats to it with an electronic twist ,positive
dark mode on wallpaper is a dealbreaker for me that is not just a fantastic feature in the fact that completes the dark mode experience or as apple says they try to do things that work properly so if they kill that feature it will hinder the dark mode experience,negative,dark mode on wallpaper is a dealbreaker for me that is not just a fantastic feature in the fact that completes the dark mode experience or as apple says they try to do things that work properly so if they kill that feature it will hinder the dark mode experience,positive
love those pocket operators never heard of them until this video and now ive done a ton of research on em lol would like to pick one up someday thanks for bringing this dope tech to our attention good sir,positive,love those pocket operators never heard of them until this video and now ive done a ton of research on em lol would like to pick one up someday thanks for bringing this dope tech to our attention good sir,positive
chris issuspiciously happy when he thought it was a fursuit,positive,chris issuspiciously happy when he thought it was a fursuit,positive
the fighting scene is like my dream about fighting a kid for a toy,neutral,the fighting scene is like my dream about fighting a kid for a toy,positive
he literally explained a two hour long lesson in 15 minutes im shook,positive,he literally explained a two hour long lesson in  minutes im shook,positive
hands up who got this in their recommended because of eurovision btw you were a fantastic host nikkie ,positive,hands up who got this in their recommended because of eurovision btw you were a fantastic host nikkie ,positive
remember the woman who was caught and the people brought her to jesus  jesus ask them which of them is there without sin let them cast the first stone  when jesus ask the woman for her accusers theres none jesus  tell the woman go and sin no more ,neutral,remember the woman who was caught and the people brought her to jesus  jesus ask them which of them is there without sin let them cast the first stone  when jesus ask the woman for her accusers theres none jesus  tell the woman go and sin no more ,neutral
i noticed when looking at my recent captures in the xbox series s that some of the screenshots on 4k games claim to be 4k or in some instance 4k hdr which i thought was interesting,positive,i noticed when looking at my recent captures in the xbox series s that some of the screenshots on k games claim to be k or in some instance k hdr which i thought was interesting,neutral
“all he could do is look on humiliated as the victor claims his reward”…  he was stuck on the side of his shell looking helpless,negative,all he could do is look on humiliated as the victor claims his reward  he was stuck on the side of his shell looking helpless,positive
2023 array 4332 arraylist 10502 stack 11803 queue 12818 linkedlist 14720 doublylinkedlist 20022 dictionaries 21640 tree 22902 tries 23827 heaps 24817 graphs,neutral, array  arraylist  stack  queue  linkedlist  doublylinkedlist  dictionaries  tree  tries  heaps  graphs,neutral
pro tip dont enter a death game called die now,negative,pro tip dont enter a death game called die now,neutral
thank you siryour team is doing so good for the purpose of helping studentslove respect for simple learning team,positive,thank you siryour team is doing so good for the purpose of helping studentslove respect for simple learning team,positive
we still love watching chandler even if he loses,positive,we still love watching chandler even if he loses,positive
hello from italy alex as a data scientist i can say that we are more focused on deployng new models into a business process that drives direct value so the project management and the engeneering skills become really important unix professional coding sql git spark concept of testing and so on because you have to ensure that the pipeline works in every situation even when you have really bad or poor annotated data i dont think that you need a phd cause the algorithm that you use are pretty popular in the community xgboost bert resnet and so on,positive,hello from italy alex as a data scientist i can say that we are more focused on deployng new models into a business process that drives direct value so the project management and the engeneering skills become really important unix professional coding sql git spark concept of testing and so on because you have to ensure that the pipeline works in every situation even when you have really bad or poor annotated data i dont think that you need a phd cause the algorithm that you use are pretty popular in the community xgboost bert resnet and so on,positive
subscribe right now and you might be picked to be in my next video its epic,positive,subscribe right now and you might be picked to be in my next video its epic,positive
i’ve just recently started watching your channel and it’s amazing i love how straight forward and honest your videos are i think i’m most excited for the 14 pro max and seeing the notch go away,positive,ive just recently started watching your channel and its amazing i love how straight forward and honest your videos are i think im most excited for the  pro max and seeing the notch go away,positive
the return of legend  love u ron bhai big fan,positive,the return of legend  love u ron bhai big fan,positive
notes for myself def of bias the inability for a machine learning method to capture the true relationship is called bias def of variance the difference in fits between data sets is called variance,neutral,notes for myself def of bias the inability for a machine learning method to capture the true relationship is called bias def of variance the difference in fits between data sets is called variance,neutral
how do i get in touch with google if i am locked out of my email and the recovery page cant help me,negative,how do i get in touch with google if i am locked out of my email and the recovery page cant help me,negative
hello sir can you guide as of how to apply in big companies with my experience ive been in staffing for 5 years now and started data science learning need your guidance sir,neutral,hello sir can you guide as of how to apply in big companies with my experience ive been in staffing for  years now and started data science learning need your guidance sir,positive
it’s awesome but what happens to the humans that used to do these jobs,positive,its awesome but what happens to the humans that used to do these jobs,positive
funny enough the argument that bitboys business is advice is incredibly dangerous for him coming from someone who is actually registered to give financial advice there is a lot of regulation around who can give financial advice and what you can say if thats your business needless to say bitboy has probably violated a few rules on that front normally youtubers are protected from liability because their business youtube technically isnt advicebased admitting your business is advicebased though might open you up to liability im not a lawyer but i know a bit about the legality of financial advice happy to touch base if it would help,negative,funny enough the argument that bitboys business is advice is incredibly dangerous for him coming from someone who is actually registered to give financial advice there is a lot of regulation around who can give financial advice and what you can say if thats your business needless to say bitboy has probably violated a few rules on that front normally youtubers are protected from liability because their business youtube technically isnt advicebased admitting your business is advicebased though might open you up to liability im not a lawyer but i know a bit about the legality of financial advice happy to touch base if it would help,neutral
2323 hermosa elección 18kissxuno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genial stayhome,neutral, hermosa eleccin kissxuno los mortales abian apreciado tan hermosa mujer  hopi sweeter  sun hotter  joonie cooler  yoongy butter  son unos de los mejores conciertos maas no se la las elecciones cinematogrficas y artsticas son brillantes referencias culturales europeas realmente interesantes ojal la cultura europea se representara ms a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminacin genial stayhome,neutral
kudos to this man for going out of his way to present something that his students will remember for the rest of their lives,positive,kudos to this man for going out of his way to present something that his students will remember for the rest of their lives,positive
awesome video are there any other tech skills being applied to your typical workday outside of sql perhaps excel python etc,positive,awesome video are there any other tech skills being applied to your typical workday outside of sql perhaps excel python etc,positive
your songs are so nice one after another you never tire of listening the more you listen the better you listen and the more you listen the more you want to listen great ,positive,your songs are so nice one after another you never tire of listening the more you listen the better you listen and the more you listen the more you want to listen great ,positive
i’m taking my first sat exam this saturday junior here taking internationally trying to aim for at least a 1400…  may luck be with all of us ,positive,im taking my first sat exam this saturday junior here taking internationally trying to aim for at least a   may luck be with all of us ,positive
insanely cool using old rubbish and second hand items is also very admirable and cost effective i imagine,positive,insanely cool using old rubbish and second hand items is also very admirable and cost effective i imagine,positive
every family has a person who breaks the chain of poverty i hope you will be that person,positive,every family has a person who breaks the chain of poverty i hope you will be that person,neutral
i love it,positive,i love it,positive
click the join button below the video to support freecodecamporg,positive,click the join button below the video to support freecodecamporg,neutral
id rather see that money that comes from u and me go to climate and helping the 99 of us that are losing ground economically as opposed to the republicans method of refusing to use money for anything unless it benefits the richest and only the richest amongst us,neutral,id rather see that money that comes from u and me go to climate and helping the  of us that are losing ground economically as opposed to the republicans method of refusing to use money for anything unless it benefits the richest and only the richest amongst us,neutral
i thank mit for uploading such a valuable videos to the world will definitely make a donation to mit after i got my dream job i can listen to this teacher 100 hours continuously the way he spread words and his character,positive,i thank mit for uploading such a valuable videos to the world will definitely make a donation to mit after i got my dream job i can listen to this teacher  hours continuously the way he spread words and his character,positive
insane as always great content the dynamic between everyone is unbeatable,positive,insane as always great content the dynamic between everyone is unbeatable,positive
khuyến mãi tới 50 các mẫu tai nghe chuyên game cực rẻ xem ngay tai nghe bluetooth không dây chuyên game tai nghe g10 có mic rời lọc âm giá rẻ tai nghe rp12 siêu rẻ chuyên game free fire tai nghe x6 nghe nhạc hay chơi game đỉnh tai nghe kt02 micro chuyên dụng chơi game tai nghe gpro cổng typec cao cấp chuyên game quạt tản nhiệt sò lạnh memo dl05 siêu mát quạt tản nhiệt điện thoại memo fl05 giá rẻ,neutral,khuyn mi ti  cc mu tai nghe chuyn game cc r xem ngay tai nghe bluetooth khng dy chuyn game tai nghe g c mic ri lc m gi r tai nghe rp siu r chuyn game free fire tai nghe x nghe nhc hay chi game nh tai nghe kt micro chuyn dng chi game tai nghe gpro cng typec cao cp chuyn game qut tn nhit s lnh memo dl siu mt qut tn nhit in thoi memo fl gi r,neutral
physicist in mathematicians class makes fun of physicists lack of rigor mathematician in physicists class makes fun of physicists lack of rigor,neutral,physicist in mathematicians class makes fun of physicists lack of rigor mathematician in physicists class makes fun of physicists lack of rigor,positive
would be great if you provide a course playlist for the same from basic to advanced ,positive,would be great if you provide a course playlist for the same from basic to advanced ,positive
050 was very imotional the was perfect,positive, was very imotional the was perfect,positive
too top,positive,too top,neutral
2323 hermosa elección love18kissxuno los mortales abian apreciado tan hermosa mujer 209 elecciones 95103 culturales 93 🅻🅸🆅🅴 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la 1515 las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genial stayhomebufferingbuffering,neutral, hermosa eleccin lovekissxuno los mortales abian apreciado tan hermosa mujer  elecciones  culturales    hopi sweeter  sun hotter  joonie cooler  yoongy butter  son unos de los mejores conciertos maas no se la  las elecciones cinematogrficas y artsticas son brillantes referencias culturales europeas realmente interesantes ojal la cultura europea se representara ms a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminacin genial stayhomebufferingbuffering,neutral
12 years of 1d why so hard to move on this seriously being fan is always an history never forget how one direction are so cool in the band always miss you luv you proud 1d,positive, years of d why so hard to move on this seriously being fan is always an history never forget how one direction are so cool in the band always miss you luv you proud d,positive
i like this this should be a new series computer chess war or something,positive,i like this this should be a new series computer chess war or something,neutral
i hate when these feminists talk about how men dont know how to be gentlemen anymore even though whenever we try to be gentlemen we get called simps its not that we dont know how its that we arent allowed to be gentlemen anymore,negative,i hate when these feminists talk about how men dont know how to be gentlemen anymore even though whenever we try to be gentlemen we get called simps its not that we dont know how its that we arent allowed to be gentlemen anymore,negative
me studies machine learning for an entire semester also me writes the definition explained to kid on exam,neutral,me studies machine learning for an entire semester also me writes the definition explained to kid on exam,positive
you are making me want to go to south korea more now mike if even supermarket food is that good over there how can i resist,positive,you are making me want to go to south korea more now mike if even supermarket food is that good over there how can i resist,positive
i really can agree with it increased my appreciation for those games since ive got into game dev i know hoooow much work for exaple aaa games like red dead 2 are,positive,i really can agree with it increased my appreciation for those games since ive got into game dev i know hoooow much work for exaple aaa games like red dead  are,positive
ariana and nicki are just the best collab ever made all their songs together are just so amaizing,positive,ariana and nicki are just the best collab ever made all their songs together are just so amaizing,positive
what annoys me the most is that these so called a majority of these high class fashion brands exploit their workers with long hours and little pay even though they are selling products for an extremely high price tag,negative,what annoys me the most is that these so called a majority of these high class fashion brands exploit their workers with long hours and little pay even though they are selling products for an extremely high price tag,positive
truly inspiring interaction  great respect for khan sir and thank you dr vivek bindra sir for bringing him on the show,positive,truly inspiring interaction  great respect for khan sir and thank you dr vivek bindra sir for bringing him on the show,positive
i’d love to see andrew do more literature based videos as a conservative patron of the arts i feel pretty alone amidst the utter desecration of the greats by the left shakespeare has been cancelled in some universities in the uk where i am from,negative,id love to see andrew do more literature based videos as a conservative patron of the arts i feel pretty alone amidst the utter desecration of the greats by the left shakespeare has been cancelled in some universities in the uk where i am from,positive
out of all the tech youtubers i know i really think forrest gives the most practical advice for getting in the industry thank you for that,positive,out of all the tech youtubers i know i really think forrest gives the most practical advice for getting in the industry thank you for that,positive
sir please answer i am shipping from china to the united states and i used ups do i still have to make an appointment in carrier central,neutral,sir please answer i am shipping from china to the united states and i used ups do i still have to make an appointment in carrier central,neutral
your words are the only thing that helps me get through things it’s so calming and reassuring thank u so much for always motivating me with your positive words also the dog is so cute ,positive,your words are the only thing that helps me get through things its so calming and reassuring thank u so much for always motivating me with your positive words also the dog is so cute ,positive
it doesnt matter what language do you speak lofi connects everyone from any side of the world ,positive,it doesnt matter what language do you speak lofi connects everyone from any side of the world ,positive
lets not forget that apple pay in 2014 required a brand new iphone in order to use it a significant portion of apples user base wasnt able to use it even if they wanted to as each successive iphone incorporated the technology and older iphones were replaced the number of people who could use the technology increased,neutral,lets not forget that apple pay in  required a brand new iphone in order to use it a significant portion of apples user base wasnt able to use it even if they wanted to as each successive iphone incorporated the technology and older iphones were replaced the number of people who could use the technology increased,neutral
would it be possible to make sure that the players board eval bar is never removed from the screen theres a lot of times where were showing the analysis board and the 4 faces of the playerscommentators and thats terrible for me because i cant see whats happening in the real game what the current eval is and do my own thoughts plus theres really no need to see all 4 faces and not see the board,negative,would it be possible to make sure that the players board eval bar is never removed from the screen theres a lot of times where were showing the analysis board and the  faces of the playerscommentators and thats terrible for me because i cant see whats happening in the real game what the current eval is and do my own thoughts plus theres really no need to see all  faces and not see the board,positive
you can hardly expect the republican party to tell voters that they only represent the very rich and corporations so its either lie or risk people not voting for them,negative,you can hardly expect the republican party to tell voters that they only represent the very rich and corporations so its either lie or risk people not voting for them,negative
thank you for your comprehensive analysis with included sources and narrations and wrapping it up with a call to action this is what the internet is about,positive,thank you for your comprehensive analysis with included sources and narrations and wrapping it up with a call to action this is what the internet is about,positive
